question-disease_code,question-disease_name,question-sampled_features-disease_code,question-sampled_features-disease_name,question-sampled_features-sampled_symptom_groups,option-options,option-index_types
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Sleep_Disturbance', 'Psychomotor_Changes', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '2 years and 2 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Loss_of_Interest', 'Weight_Appetite_Change', 'Sleep_Disturbance', 'Fatigue', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '1 year and 1 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Weight_Appetite_Change', 'Sleep_Disturbance', 'Psychomotor_Changes', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '1 year and 5 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Loss_of_Interest', 'Weight_Appetite_Change', 'Sleep_Disturbance', 'Fatigue', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '1 year and 7 months'}}","['Major Depressive Disorder', 'Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)']","['answer', 'Highly likely option', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Sleep_Disturbance', 'Psychomotor_Changes', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '1 year and 4 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Loss_of_Interest', 'Weight_Appetite_Change', 'Fatigue', 'Worthlessness_Guilt', 'Diminished_Thinking'], 'duration': '8 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Sleep_Disturbance', 'Psychomotor_Changes', 'Fatigue', 'Worthlessness_Guilt'], 'duration': '2 months'}}","['Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Weight_Appetite_Change', 'Psychomotor_Changes', 'Worthlessness_Guilt', 'Diminished_Thinking', 'Death_Suicide'], 'duration': '9 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Major Depressive Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Loss_of_Interest', 'Sleep_Disturbance', 'Worthlessness_Guilt', 'Death_Suicide'], 'duration': '1 year and 8 months'}}","['Bipolar I Disorder', 'Major Depressive Disorder', 'Schizoaffective Disorder (Depressive Type)', 'Schizoaffective Disorder (Bipolar Type)']","['Highly likely option', 'answer', 'Highly likely option', 'Highly likely option']"
D013,Major Depressive Disorder,D013,Major Depressive Disorder,"{'depressive_episode': {'functional_impairment_required': True, 'symptoms': ['Depressed_Mood', 'Weight_Appetite_Change', 'Psychomotor_Changes', 'Fatigue', 'Death_Suicide'], 'duration': '1 year and 9 months'}}","['Schizoaffective Disorder (Bipolar Type)', 'Schizoaffective Disorder (Depressive Type)', 'Bipolar I Disorder', 'Major Depressive Disorder']","['Highly likely option', 'Highly likely option', 'Highly likely option', 'answer']"
